id,titolo,genere,regista,anno,durataMinuti,etaMinima,dataOra,costoBiglietto
2573,Gongdong gyeongbi guyeok JSA,Action,Chan-wook Park,2000,110,12,2025-01-19 18:00,8.50
2574,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",Animation,Hideaki Anno,1997,87,12,2025-01-19 16:00,7.50
2575,Au revoir les enfants,Drama,Louis Malle,1987,104,0,2025-01-19 13:30,8.50
2576,Platoon,Drama,Oliver Stone,1986,120,12,2025-01-19 10:30,8.50
2577,Barry Lyndon,Adventure,Stanley Kubrick,1975,185,6,2025-01-18 18:00,9.00
2578,First Blood,Action,Ted Kotcheff,1982,93,12,2025-01-18 15:30,6.50
2579,Au revoir les enfants,Drama,Louis Malle,1987,104,0,2025-01-18 13:00,7.00
2580,Escape from Alcatraz,Action,Don Siegel,1979,112,12,2025-01-18 10:00,8.50
2581,First Blood,Action,Ted Kotcheff,1982,93,12,2025-01-17 16:00,7.00
2582,Gongdong gyeongbi guyeok JSA,Action,Chan-wook Park,2000,110,12,2025-01-17 13:30,6.50
2583,Platoon,Drama,Oliver Stone,1986,120,12,2025-01-17 10:30,8.00
2584,All About Eve,Drama,Joseph L. Mankiewicz,1950,138,12,2025-01-16 15:30,7.00
2585,Finding Nemo,Animation,Andrew Stanton,2003,100,0,2025-01-16 13:00,8.50
2586,Stand by Me,Adventure,Rob Reiner,1986,89,0,2025-01-16 10:30,6.50
2587,City Lights,Comedy,Charles Chaplin,1931,87,0,2025-01-15 13:00,7.50
2588,Fa yeung nin wah,Drama,Kar-Wai Wong,2000,98,0,2025-01-15 10:30,6.50
2589,Twelve Monkeys,Mystery,Terry Gilliam,1995,129,12,2025-01-14 10:30,7.00
2590,Amélie,Comedy,Jean-Pierre Jeunet,2001,122,0,2025-01-13 10:00,8.00
2591,The Godfather: Part III,Crime,Francis Ford Coppola,1990,162,12,2025-01-12 15:30,6.50
2592,Escape from Alcatraz,Action,Don Siegel,1979,112,12,2025-01-12 13:00,6.50
2593,The Thin Man,Comedy,W.S. Van Dyke,1934,91,12,2025-01-12 10:30,6.50
2594,Platoon,Drama,Oliver Stone,1986,120,12,2025-01-11 15:00,8.50
2595,City Lights,Comedy,Charles Chaplin,1931,87,0,2025-01-11 12:30,8.50
2596,Les choristes,Drama,Christophe Barratier,2004,97,12,2025-01-11 10:00,6.50
2597,The Thin Man,Comedy,W.S. Van Dyke,1934,91,12,2025-01-10 10:30,7.50
2598,Mononoke-hime,Animation,Hayao Miyazaki,1997,134,0,2025-01-09 13:00,7.50
2599,The Thin Man,Comedy,W.S. Van Dyke,1934,91,12,2025-01-09 10:30,7.00
2600,All About Eve,Drama,Joseph L. Mankiewicz,1950,138,12,2025-01-08 16:00,7.50
2601,Mononoke-hime,Animation,Hayao Miyazaki,1997,134,0,2025-01-08 13:00,8.50
2602,All About Eve,Drama,Joseph L. Mankiewicz,1950,138,12,2025-01-08 10:00,8.50
2603,Repulsion,Drama,Roman Polanski,1965,105,12,2025-01-07 16:30,6.50
2604,Twelve Monkeys,Mystery,Terry Gilliam,1995,129,12,2025-01-07 13:30,6.50
2605,The Godfather: Part III,Crime,Francis Ford Coppola,1990,162,12,2025-01-07 10:00,6.50
2606,Home Alone,Comedy,Chris Columbus,1990,103,0,2025-01-06 10:30,7.50
2607,The Apartment,Comedy,Billy Wilder,1960,125,0,2025-01-05 19:00,9.50
2608,Dial M for Murder,Crime,Alfred Hitchcock,1954,105,12,2025-01-05 16:30,7.00
2609,In the Name of the Father,Biography,Jim Sheridan,1993,133,12,2025-01-05 13:30,7.50
2610,The Apartment,Comedy,Billy Wilder,1960,125,0,2025-01-05 10:30,7.00
2611,First Blood,Action,Ted Kotcheff,1982,93,12,2025-01-04 18:30,8.50
2612,Fa yeung nin wah,Drama,Kar-Wai Wong,2000,98,0,2025-01-04 16:00,7.00
2613,Repulsion,Drama,Roman Polanski,1965,105,12,2025-01-04 13:30,8.50
2614,In the Name of the Father,Biography,Jim Sheridan,1993,133,12,2025-01-04 10:30,7.00
2615,The Kid,Comedy,Charles Chaplin,1921,68,12,2025-01-03 10:00,8.50
2616,Stagecoach,Adventure,John Ford,1939,96,12,2025-01-02 16:00,7.00
2617,The Last Samurai,Action,Edward Zwick,2003,154,12,2025-01-02 12:30,6.50
2618,The Thin Man,Comedy,W.S. Van Dyke,1934,91,12,2025-01-02 10:00,8.50
2619,The Apartment,Comedy,Billy Wilder,1960,125,0,2025-01-01 13:00,8.50
2620,Stand by Me,Adventure,Rob Reiner,1986,89,0,2025-01-01 10:30,7.00
2621,Gongdong gyeongbi guyeok JSA,Action,Chan-wook Park,2000,110,12,2024-12-31 13:00,6.50
2622,First Blood,Action,Ted Kotcheff,1982,93,12,2024-12-31 10:30,6.50
2623,Lola rennt,Crime,Tom Tykwer,1998,81,12,2024-12-30 16:30,7.50
2624,Midnight Cowboy,Drama,John Schlesinger,1969,113,12,2024-12-30 13:30,8.00
2625,Mississippi Burning,Crime,Alan Parker,1988,128,12,2024-12-30 10:30,7.00
2626,Gongdong gyeongbi guyeok JSA,Action,Chan-wook Park,2000,110,12,2024-12-29 16:30,6.50
2627,Jeux d'enfants,Comedy,Yann Samuell,2003,93,16,2024-12-29 14:00,7.00
2628,The Godfather: Part III,Crime,Francis Ford Coppola,1990,162,12,2024-12-29 10:30,8.00
2629,Harry Potter and the Prisoner of Azkaban,Adventure,Alfonso Cuarón,2004,142,0,2024-12-28 19:00,8.50
2630,Harry Potter and the Prisoner of Azkaban,Adventure,Alfonso Cuarón,2004,142,0,2024-12-28 16:00,6.50
2631,Anatomy of a Murder,Crime,Otto Preminger,1959,161,12,2024-12-28 12:30,7.00
2632,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",Animation,Hideaki Anno,1997,87,12,2024-12-28 10:30,8.00
2633,Finding Nemo,Animation,Andrew Stanton,2003,100,0,2024-12-27 13:00,6.50
2634,Le samouraï,Crime,Jean-Pierre Melville,1967,105,12,2024-12-27 10:30,6.50
2635,Midnight Cowboy,Drama,John Schlesinger,1969,113,12,2024-12-26 16:00,7.50
2636,Das Boot,Adventure,Wolfgang Petersen,1981,149,16,2024-12-26 12:30,7.00
2637,The Thin Man,Comedy,W.S. Van Dyke,1934,91,12,2024-12-26 10:00,6.50
2638,Finding Nemo,Animation,Andrew Stanton,2003,100,0,2024-12-25 15:30,6.50
2639,Eternal Sunshine of the Spotless Mind,Drama,Michel Gondry,2004,108,12,2024-12-25 13:00,8.50
2640,Blade Runner,Action,Ridley Scott,1982,117,12,2024-12-25 10:30,8.50
2641,Jeux d'enfants,Comedy,Yann Samuell,2003,93,16,2024-12-24 15:30,8.50
2642,Die Hard,Action,John McTiernan,1988,132,12,2024-12-24 12:30,8.50
2643,City Lights,Comedy,Charles Chaplin,1931,87,0,2024-12-24 10:00,7.00
2644,American Psycho,Comedy,Mary Harron,2000,101,12,2024-12-23 10:00,7.00
2645,Anatomy of a Murder,Crime,Otto Preminger,1959,161,12,2024-12-22 15:30,8.50
2646,The Others,Horror,Alejandro Amenábar,2001,101,12,2024-12-22 13:00,7.00
2647,Il postino,Biography,Michael Radford,1994,108,0,2024-12-22 10:30,7.50
2648,In the Name of the Father,Biography,Jim Sheridan,1993,133,12,2024-12-21 18:30,10.00
2649,All About Eve,Drama,Joseph L. Mankiewicz,1950,138,12,2024-12-21 15:00,6.50
2650,City Lights,Comedy,Charles Chaplin,1931,87,0,2024-12-21 12:30,8.50
2651,Gongdong gyeongbi guyeok JSA,Action,Chan-wook Park,2000,110,12,2024-12-21 10:00,7.00
2652,The Night of the Hunter,Crime,Charles Laughton,1955,92,12,2024-12-20 15:30,8.50
2653,Freaks,Drama,Tod Browning,1932,64,12,2024-12-20 13:30,8.00
2654,Die Hard,Action,John McTiernan,1988,132,12,2024-12-20 10:30,7.00
2655,Finding Nemo,Animation,Andrew Stanton,2003,100,0,2024-12-19 13:00,7.00
2656,Dog Day Afternoon,Biography,Sidney Lumet,1975,125,0,2024-12-19 10:00,7.00
2657,The Others,Horror,Alejandro Amenábar,2001,101,12,2024-12-18 10:00,8.00
2658,City Lights,Comedy,Charles Chaplin,1931,87,0,2024-12-17 10:00,6.50
2659,Eternal Sunshine of the Spotless Mind,Drama,Michel Gondry,2004,108,12,2024-12-16 13:00,6.50
2660,The Wild Bunch,Action,Sam Peckinpah,1969,145,12,2024-12-16 10:00,8.50
2661,Snatch,Comedy,Guy Ritchie,2000,104,12,2024-12-15 15:30,8.00
2662,The Outlaw Josey Wales,Western,Clint Eastwood,1976,135,12,2024-12-15 12:30,8.00
2663,Lola rennt,Crime,Tom Tykwer,1998,81,12,2024-12-15 10:00,7.00
2664,The Others,Horror,Alejandro Amenábar,2001,101,12,2024-12-14 16:00,6.50
2665,Harry Potter and the Prisoner of Azkaban,Adventure,Alfonso Cuarón,2004,142,0,2024-12-14 13:00,7.00
2666,Jeux d'enfants,Comedy,Yann Samuell,2003,93,16,2024-12-14 10:30,7.00
2667,Snatch,Comedy,Guy Ritchie,2000,104,12,2024-12-13 10:00,7.00
2668,The Outlaw Josey Wales,Western,Clint Eastwood,1976,135,12,2024-12-12 10:00,7.50
2669,The Night of the Hunter,Crime,Charles Laughton,1955,92,12,2024-12-11 15:00,8.50
2670,Il postino,Biography,Michael Radford,1994,108,0,2024-12-11 12:30,8.50
2671,Midnight Cowboy,Drama,John Schlesinger,1969,113,12,2024-12-11 10:00,7.50
2672,Le samouraï,Crime,Jean-Pierre Melville,1967,105,12,2024-12-10 13:00,7.50
2673,Lola rennt,Crime,Tom Tykwer,1998,81,12,2024-12-10 10:30,6.50
2674,Die Hard,Action,John McTiernan,1988,132,12,2024-12-09 13:30,7.00
2675,Midnight Cowboy,Drama,John Schlesinger,1969,113,12,2024-12-09 10:30,8.00
2676,Ying xiong,Action,Yimou Zhang,2002,120,12,2024-12-08 16:30,6.50
2677,Blade Runner,Action,Ridley Scott,1982,117,12,2024-12-08 13:30,8.00
2678,Midnight Cowboy,Drama,John Schlesinger,1969,113,12,2024-12-08 10:30,6.50
2679,Das Boot,Adventure,Wolfgang Petersen,1981,149,16,2024-12-07 16:00,8.00
2680,Boyz n the Hood,Crime,John Singleton,1991,112,12,2024-12-07 13:00,7.50
2681,Il postino,Biography,Michael Radford,1994,108,0,2024-12-07 10:30,7.00
2682,Das Boot,Adventure,Wolfgang Petersen,1981,149,16,2024-12-06 13:00,7.50
2683,Il postino,Biography,Michael Radford,1994,108,0,2024-12-06 10:30,6.50
2684,Mulan,Animation,Tony Bancroft,1998,88,0,2024-12-05 10:30,8.50
2685,Harry Potter and the Prisoner of Azkaban,Adventure,Alfonso Cuarón,2004,142,0,2024-12-04 10:00,7.00
2686,Blade Runner,Action,Ridley Scott,1982,117,12,2024-12-03 13:00,8.00
2687,Ying xiong,Action,Yimou Zhang,2002,120,12,2024-12-03 10:00,6.50
2688,The Night of the Hunter,Crime,Charles Laughton,1955,92,12,2024-12-02 13:00,6.50
2689,Dial M for Murder,Crime,Alfred Hitchcock,1954,105,12,2024-12-02 10:30,8.50
2690,American Psycho,Comedy,Mary Harron,2000,101,12,2024-12-01 18:00,9.50
2691,The Night of the Hunter,Crime,Charles Laughton,1955,92,12,2024-12-01 15:30,7.50
2692,Ying xiong,Action,Yimou Zhang,2002,120,12,2024-12-01 12:30,8.50
2693,The Night of the Hunter,Crime,Charles Laughton,1955,92,12,2024-12-01 10:00,7.00
2694,Dial M for Murder,Crime,Alfred Hitchcock,1954,105,12,2024-11-30 17:30,8.00
2695,The 39 Steps,Crime,Alfred Hitchcock,1935,86,12,2024-11-30 15:00,8.00
2696,Il postino,Biography,Michael Radford,1994,108,0,2024-11-30 12:30,8.00
2697,The Night of the Hunter,Crime,Charles Laughton,1955,92,12,2024-11-30 10:00,7.50
2698,Alien,Horror,Ridley Scott,1979,117,16,2024-11-29 15:30,8.00
2699,Snatch,Comedy,Guy Ritchie,2000,104,12,2024-11-29 13:00,8.50
2700,Mulan,Animation,Tony Bancroft,1998,88,0,2024-11-29 10:30,8.50
2701,Ying xiong,Action,Yimou Zhang,2002,120,12,2024-11-28 13:00,8.50
2702,La vita è bella,Comedy,Roberto Benigni,1997,116,0,2024-11-28 10:00,8.00
2703,American Psycho,Comedy,Mary Harron,2000,101,12,2024-11-27 10:00,7.50
2704,The Kid,Comedy,Charles Chaplin,1921,68,12,2024-11-26 10:00,7.50
2705,The Last Samurai,Action,Edward Zwick,2003,154,12,2024-11-25 10:00,8.50
2706,Fight Club,Drama,David Fincher,1999,139,12,2024-11-24 18:00,10.00
2707,"Aguirre, der Zorn Gottes",Action,Werner Herzog,1972,95,12,2024-11-24 15:30,7.50
2708,Il postino,Biography,Michael Radford,1994,108,0,2024-11-24 13:00,8.50
2709,E.T. the Extra-Terrestrial,Family,Steven Spielberg,1982,115,0,2024-11-24 10:00,8.00
2710,The Others,Horror,Alejandro Amenábar,2001,101,12,2024-11-23 16:00,8.50
2711,Mulan,Animation,Tony Bancroft,1998,88,0,2024-11-23 13:30,8.00
2712,Fight Club,Drama,David Fincher,1999,139,12,2024-11-23 10:30,8.50
2713,Dial M for Murder,Crime,Alfred Hitchcock,1954,105,12,2024-11-22 13:00,8.00
2714,Eternal Sunshine of the Spotless Mind,Drama,Michel Gondry,2004,108,12,2024-11-22 10:30,8.00
2715,Alien,Horror,Ridley Scott,1979,117,16,2024-11-21 10:00,6.50
2716,Fight Club,Drama,David Fincher,1999,139,12,2024-11-20 14:00,7.00
2717,Underground,Comedy,Emir Kusturica,1995,170,12,2024-11-20 10:00,7.50
2718,Snatch,Comedy,Guy Ritchie,2000,104,12,2024-11-19 10:30,8.00
2719,The Outlaw Josey Wales,Western,Clint Eastwood,1976,135,12,2024-11-18 13:00,8.50
2720,Fight Club,Drama,David Fincher,1999,139,12,2024-11-18 10:00,8.50
2721,Evil Dead II,Action,Sam Raimi,1987,84,12,2024-11-17 16:00,8.50
2722,Crash,Crime,Paul Haggis,2004,112,12,2024-11-17 13:30,6.50
2723,La vita è bella,Comedy,Roberto Benigni,1997,116,0,2024-11-17 10:30,8.00
2724,Scent of a Woman,Drama,Martin Brest,1992,156,12,2024-11-16 16:30,8.00
2725,Snatch,Comedy,Guy Ritchie,2000,104,12,2024-11-16 14:00,8.50
2726,The Sound of Music,Biography,Robert Wise,1965,172,0,2024-11-16 10:30,8.00
2727,Mulan,Animation,Tony Bancroft,1998,88,0,2024-11-15 10:30,7.50
2728,Midnight Cowboy,Drama,John Schlesinger,1969,113,12,2024-11-14 13:00,7.50
2729,Evil Dead II,Action,Sam Raimi,1987,84,12,2024-11-14 10:30,8.00
2730,Jeux d'enfants,Comedy,Yann Samuell,2003,93,16,2024-11-13 16:00,7.50
2731,The Last Samurai,Action,Edward Zwick,2003,154,12,2024-11-13 12:30,7.50
2732,"Aguirre, der Zorn Gottes",Action,Werner Herzog,1972,95,12,2024-11-13 10:00,6.50
2733,E.T. the Extra-Terrestrial,Family,Steven Spielberg,1982,115,0,2024-11-12 13:00,7.50
2734,Sen to Chihiro no kamikakushi,Animation,Hayao Miyazaki,2001,125,0,2024-11-12 10:00,7.00
2735,The Thin Man,Comedy,W.S. Van Dyke,1934,91,12,2024-11-11 10:30,7.00
2736,Hable con ella,Drama,Pedro Almodóvar,2002,112,16,2024-11-10 17:30,8.50
2737,The Sound of Music,Biography,Robert Wise,1965,172,0,2024-11-10 13:30,7.00
2738,Scent of a Woman,Drama,Martin Brest,1992,156,12,2024-11-10 10:00,8.00
2739,Diarios de motocicleta,Adventure,Walter Salles,2004,126,0,2024-11-09 19:00,9.50
2740,Akira,Animation,Katsuhiro Ôtomo,1988,124,12,2024-11-09 16:00,8.00
2741,Alien,Horror,Ridley Scott,1979,117,16,2024-11-09 13:30,8.50
2742,Abre los ojos,Drama,Alejandro Amenábar,1997,119,0,2024-11-09 10:30,6.50
2743,Scent of a Woman,Drama,Martin Brest,1992,156,12,2024-11-08 13:00,7.00
2744,Alien,Horror,Ridley Scott,1979,117,16,2024-11-08 10:00,8.50
2745,Jeux d'enfants,Comedy,Yann Samuell,2003,93,16,2024-11-07 16:30,8.50
2746,Almost Famous,Adventure,Cameron Crowe,2000,122,12,2024-11-07 13:30,7.00
2747,Diarios de motocicleta,Adventure,Walter Salles,2004,126,0,2024-11-07 10:30,7.50
2748,Alien,Horror,Ridley Scott,1979,117,16,2024-11-06 13:30,8.50
2749,Underground,Comedy,Emir Kusturica,1995,170,12,2024-11-06 10:00,8.00
2750,Stand by Me,Adventure,Rob Reiner,1986,89,0,2024-11-05 10:30,7.50
2751,Out of the Past,Crime,Jacques Tourneur,1947,97,12,2024-11-04 13:30,7.00
2752,Amarcord,Comedy,Federico Fellini,1973,123,16,2024-11-04 10:30,7.50
2753,Diarios de motocicleta,Adventure,Walter Salles,2004,126,0,2024-11-03 18:00,9.50
2754,Stand by Me,Adventure,Rob Reiner,1986,89,0,2024-11-03 16:00,8.50
2755,Il conformista,Drama,Bernardo Bertolucci,1970,113,12,2024-11-03 13:30,6.50
2756,E.T. the Extra-Terrestrial,Family,Steven Spielberg,1982,115,0,2024-11-03 10:30,7.50
2757,The Sound of Music,Biography,Robert Wise,1965,172,0,2024-11-02 15:30,6.50
2758,Majo no takkyûbin,Animation,Hayao Miyazaki,1989,103,0,2024-11-02 13:00,8.00
2759,Dip huet seung hung,Action,John Woo,1989,111,16,2024-11-02 10:30,7.50
2760,Dip huet seung hung,Action,John Woo,1989,111,16,2024-11-01 10:00,7.50
2761,Il conformista,Drama,Bernardo Bertolucci,1970,113,12,2024-10-31 16:00,7.00
2762,E.T. the Extra-Terrestrial,Family,Steven Spielberg,1982,115,0,2024-10-31 13:00,7.00
2763,Star Trek II: The Wrath of Khan,Action,Nicholas Meyer,1982,113,0,2024-10-31 10:30,7.50
2764,Almost Famous,Adventure,Cameron Crowe,2000,122,12,2024-10-30 10:00,8.50
2765,E.T. the Extra-Terrestrial,Family,Steven Spielberg,1982,115,0,2024-10-29 15:00,6.50
2766,Seppuku,Action,Masaki Kobayashi,1962,133,12,2024-10-29 12:00,7.50
2767,Les triplettes de Belleville,Animation,Sylvain Chomet,2003,80,12,2024-10-29 10:00,6.50
2768,Fight Club,Drama,David Fincher,1999,139,12,2024-10-28 15:30,7.50
2769,Stand by Me,Adventure,Rob Reiner,1986,89,0,2024-10-28 13:00,7.00
2770,Stand by Me,Adventure,Rob Reiner,1986,89,0,2024-10-28 10:30,7.00
2771,E.T. the Extra-Terrestrial,Family,Steven Spielberg,1982,115,0,2024-10-27 17:00,7.00
2772,All Quiet on the Western Front,Drama,Lewis Milestone,1930,152,0,2024-10-27 13:30,8.00
2773,Almost Famous,Adventure,Cameron Crowe,2000,122,12,2024-10-27 10:30,7.00
2774,La vita è bella,Comedy,Roberto Benigni,1997,116,0,2024-10-26 15:30,8.00
2775,Alien,Horror,Ridley Scott,1979,117,16,2024-10-26 12:30,7.00
2776,"Aguirre, der Zorn Gottes",Action,Werner Herzog,1972,95,12,2024-10-26 10:00,7.00
2777,Almost Famous,Adventure,Cameron Crowe,2000,122,12,2024-10-25 13:00,8.00
2778,Abre los ojos,Drama,Alejandro Amenábar,1997,119,0,2024-10-25 10:00,8.00
2779,Akira,Animation,Katsuhiro Ôtomo,1988,124,12,2024-10-24 17:30,7.00
2780,Airplane!,Comedy,Jim Abrahams,1980,88,0,2024-10-24 15:00,8.00
2781,Hamlet,Drama,Kenneth Branagh,1996,242,12,2024-10-24 10:00,7.50
2782,Kaze no tani no Naushika,Animation,Hayao Miyazaki,1984,117,0,2024-10-23 13:00,8.00
2783,Sen to Chihiro no kamikakushi,Animation,Hayao Miyazaki,2001,125,0,2024-10-23 10:00,8.50
2784,Akira,Animation,Katsuhiro Ôtomo,1988,124,12,2024-10-22 13:00,7.50
2785,E.T. the Extra-Terrestrial,Family,Steven Spielberg,1982,115,0,2024-10-22 10:30,7.50
2786,Le samouraï,Crime,Jean-Pierre Melville,1967,105,12,2024-10-21 12:30,7.50
2787,Out of the Past,Crime,Jacques Tourneur,1947,97,12,2024-10-21 10:00,8.00
2788,The Butterfly Effect,Drama,Eric Bress,2004,113,0,2024-10-20 16:30,6.50
2789,Diarios de motocicleta,Adventure,Walter Salles,2004,126,0,2024-10-20 13:30,7.50
2790,All Quiet on the Western Front,Drama,Lewis Milestone,1930,152,0,2024-10-20 10:00,8.50
2791,Les triplettes de Belleville,Animation,Sylvain Chomet,2003,80,12,2024-10-19 17:30,6.50
2792,Pulp Fiction,Crime,Quentin Tarantino,1994,154,12,2024-10-19 14:00,8.00
2793,Scent of a Woman,Drama,Martin Brest,1992,156,12,2024-10-19 10:30,7.50
2794,Fight Club,Drama,David Fincher,1999,139,12,2024-10-18 16:00,7.50
2795,E.T. the Extra-Terrestrial,Family,Steven Spielberg,1982,115,0,2024-10-18 13:00,7.50
2796,Dog Day Afternoon,Biography,Sidney Lumet,1975,125,0,2024-10-18 10:00,6.50
2797,E.T. the Extra-Terrestrial,Family,Steven Spielberg,1982,115,0,2024-10-17 16:30,7.50
2798,E.T. the Extra-Terrestrial,Family,Steven Spielberg,1982,115,0,2024-10-17 13:30,6.50
2799,It's a Wonderful Life,Drama,Frank Capra,1946,130,6,2024-10-17 10:30,7.50
2800,Seppuku,Action,Masaki Kobayashi,1962,133,12,2024-10-16 10:30,6.50
2801,Raging Bull,Biography,Martin Scorsese,1980,129,12,2024-10-15 13:30,8.00
2802,Idi i smotri,Drama,Elem Klimov,1985,142,12,2024-10-15 10:30,8.50
2803,Il conformista,Drama,Bernardo Bertolucci,1970,113,12,2024-10-14 14:00,8.00
2804,Fitzcarraldo,Adventure,Werner Herzog,1982,158,16,2024-10-14 10:30,8.00
2805,Airplane!,Comedy,Jim Abrahams,1980,88,0,2024-10-13 18:30,9.50
2806,Gilda,Drama,Charles Vidor,1946,110,12,2024-10-13 16:00,7.50
2807,Lethal Weapon,Action,Richard Donner,1987,109,12,2024-10-13 13:30,8.00
2808,The Butterfly Effect,Drama,Eric Bress,2004,113,0,2024-10-13 10:30,6.50
2809,E.T. the Extra-Terrestrial,Family,Steven Spielberg,1982,115,0,2024-10-12 17:30,7.00
2810,City Lights,Comedy,Charles Chaplin,1931,87,0,2024-10-12 15:30,8.00
2811,Before Sunset,Drama,Richard Linklater,2004,80,16,2024-10-12 13:00,6.50
2812,The Thin Man,Comedy,W.S. Van Dyke,1934,91,12,2024-10-12 10:30,7.50
2813,Les triplettes de Belleville,Animation,Sylvain Chomet,2003,80,12,2024-10-11 10:30,8.50
2814,Scent of a Woman,Drama,Martin Brest,1992,156,12,2024-10-10 13:30,7.50
2815,Fight Club,Drama,David Fincher,1999,139,12,2024-10-10 10:00,8.50
2816,The Thin Man,Comedy,W.S. Van Dyke,1934,91,12,2024-10-09 13:30,7.50
2817,The Goonies,Adventure,Richard Donner,1985,114,0,2024-10-09 10:30,6.50
2818,The Bourne Supremacy,Action,Paul Greengrass,2004,108,12,2024-10-08 12:30,7.00
2819,Lethal Weapon,Action,Richard Donner,1987,109,12,2024-10-08 10:00,7.50
2820,Sen to Chihiro no kamikakushi,Animation,Hayao Miyazaki,2001,125,0,2024-10-07 10:30,8.00
2821,Viskningar och rop,Drama,Ingmar Bergman,1972,91,12,2024-10-06 18:30,10.00
2822,Idi i smotri,Drama,Elem Klimov,1985,142,12,2024-10-06 15:00,7.00
2823,Lethal Weapon,Action,Richard Donner,1987,109,12,2024-10-06 12:30,7.00
2824,Airplane!,Comedy,Jim Abrahams,1980,88,0,2024-10-06 10:00,8.00
2825,Gilda,Drama,Charles Vidor,1946,110,12,2024-10-05 17:30,7.00
2826,After Hours,Comedy,Martin Scorsese,1985,97,12,2024-10-05 15:00,7.00
2827,Out of the Past,Crime,Jacques Tourneur,1947,97,12,2024-10-05 12:30,8.50
2828,Out of the Past,Crime,Jacques Tourneur,1947,97,12,2024-10-05 10:00,7.50
2829,Stand by Me,Adventure,Rob Reiner,1986,89,0,2024-10-04 10:00,6.50
2830,Almost Famous,Adventure,Cameron Crowe,2000,122,12,2024-10-03 16:30,7.50
2831,Airplane!,Comedy,Jim Abrahams,1980,88,0,2024-10-03 14:30,7.00
2832,The Lord of the Rings: The Fellowship of the Ring,Action,Peter Jackson,2001,178,0,2024-10-03 10:30,6.50
2833,Amarcord,Comedy,Federico Fellini,1973,123,16,2024-10-02 10:00,7.00
2834,Pulp Fiction,Crime,Quentin Tarantino,1994,154,12,2024-10-01 12:30,7.00
2835,Majo no takkyûbin,Animation,Hayao Miyazaki,1989,103,0,2024-10-01 10:00,7.50
2836,Ace in the Hole,Drama,Billy Wilder,1951,111,12,2024-09-30 15:30,8.00
2837,The Shop Around the Corner,Comedy,Ernst Lubitsch,1940,99,12,2024-09-30 13:00,8.50
2838,The Butterfly Effect,Drama,Eric Bress,2004,113,0,2024-09-30 10:00,8.00
2839,Dog Day Afternoon,Biography,Sidney Lumet,1975,125,0,2024-09-29 18:30,9.00
2840,Le samouraï,Crime,Jean-Pierre Melville,1967,105,12,2024-09-29 16:00,6.50
2841,Almost Famous,Adventure,Cameron Crowe,2000,122,12,2024-09-29 13:00,6.50
2842,Kaze no tani no Naushika,Animation,Hayao Miyazaki,1984,117,0,2024-09-29 10:00,8.50
2843,Enter the Dragon,Action,Robert Clouse,1973,102,12,2024-09-28 18:30,10.00
2844,Le samouraï,Crime,Jean-Pierre Melville,1967,105,12,2024-09-28 16:00,8.00
2845,No Man's Land,Comedy,Danis Tanovic,2001,98,16,2024-09-28 13:30,7.00
2846,It's a Wonderful Life,Drama,Frank Capra,1946,130,6,2024-09-28 10:30,8.00
2847,City Lights,Comedy,Charles Chaplin,1931,87,0,2024-09-27 16:00,7.50
2848,Seppuku,Action,Masaki Kobayashi,1962,133,12,2024-09-27 13:00,8.00
2849,Dog Day Afternoon,Biography,Sidney Lumet,1975,125,0,2024-09-27 10:00,6.50
2850,Midnight Express,Biography,Alan Parker,1978,121,12,2024-09-26 10:30,8.50
2851,Crimes and Misdemeanors,Comedy,Woody Allen,1989,104,12,2024-09-25 10:00,8.50
2852,The Butterfly Effect,Drama,Eric Bress,2004,113,0,2024-09-24 10:30,8.00
